code_nacre,description,emission,emission_factor
VC11,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE DEPOT ET GRAVURE,0.22,0.4
WA01,NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIAUX SEMI-CONDUCTEURS,0.99,0.35
WA02,NANOTECHNOLOGIES - MICROELECTRONIQUE : AUTRES SUBSTRATS,0.99,0.25
WA03,NE PLUS UTILISER - UTILISER NA.23,1.3,0.4
WA04,"NANOTECHNOLOGIES - MICROELECTRONIQUE : CONSOMMABLES (RESINES,…)",1.3,0.25
WA11,NANOTECHNOLOGIES - MICROELECTRONIQUE : MATERIEL POUR PHOTOLITHOGRAPHIE,0.32,0.4
WA12,NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE LASER ACCESSOIRES,0.32,0.35
WA13,NANOTECHNOLOGIES - MICROELEC : CONSOMMABLES POUR EQUIPEMENT DE LITHOGRAPHIE,0.49,0.6
WA14,NANOTECHNOLOGIES - MICROELEC : MATERIEL DE LITHOGRAPHIE ELECTRONIQUE ET ACCES.,0.32,0.55
WA15,NANOTECHNOLOGIES - MICROELEC : LOGICIELS DE LITHOGRAPHIE ELECTRONIQUE,0.12,0.5
WA21,NANOTECHNOLOGIES - MICROELEC. : MATERIEL POUR LE DEPOT (HORS VIDE),0.37,0.9
WA22,NANOTECHNOLOGIES - MICROELEC. : MATERIEL D'IMPLANTATION IONIQUE,0.37,1.1
WA23,NANOTECHNOLOGIES - MICROELEC. : MATERIEL DE SERIGRAPHIE / IMPRESSION,0.37,1.5
WA24,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : FOURS SPECIAUX,0.42,2.2
WA25,"MICRO-ELECTRONIQUE : AUTRES MACHINES DEDIEES (MICROSOUDURE, BONDING, TEST,…)",0.42,0.8
WB01,REPARATION ET MAINTENANCE DES EQUIPEMENTS DE LITHOGRAPHIE,0.22,0.35
WB11,REPARATION ET MAINTENANCE DES AUTRES EQUIPEMENTS PR MICRO-ELECTRONIQUE,0.22,0.4
WC01,NANOTECHNOLOGIES - MICRO-ELECTRONIQUE : SERVICES SPECIALISES,0.23,0.35
XA01,REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Personnels,0.31,0.35
XA02,REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Personnels,0.31,0.25
XA03,SUBVENTIONS FRAIS DE RECHERCHE SUR LE TERRAIN Personnels,0.31,0.4
XA04,AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Personnels,0.31,0.25
XA11,REMBOURSEMENT FRAIS DE MISSIONS EN FRANCE METROPOLITAINE Etudiants,0.31,0.4
XA12,REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER Etudiants,0.31,0.35
XA13,AUTRES REMBOURSEMENTS DE FRAIS DE MISSIONS Etudiants,0.31,0.6
XA14,FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN Etudiants,0.31,0.55
XA21,REMBOURSEMENT FRAIS DE MISSIONS FRANCE METROPOLITAINE Personnalités extérieures,0.31,0.9
XA22,REMBOURSEMENT FRAIS DE MISSIONS A L'ETRANGER  Personnalités extérieures,0.31,1.1
XA23,AUTRES REMBOURSEMENTS FRAIS DE MISSIONS  Personnalités extérieures,0.31,1.5
XA24,FRAIS DE MISSIONS DE RECHERCHE SUR LE TERRAIN  Personnalités extérieures,0.31,2.2
XA31,REMBOURSEMENTS DE DEPENSES REALISEES PAR CARTES AFFAIRES,0.31,0.55
XA41,INDEMNITES FORFAITAIRES DE CHANGEMENT DE RESIDENCE,0.68,0.9
XB09,TAXE PERCUE PAR LES ORGANISMES PUBLICS INTERNATIONAUX,0.0,0.8
XB01,TAXE SUR LES SALAIRES,0.0,0.35
XB02,TAXE D'APPRENTISSAGE,0.0,0.25
XB03,VERSEMENTS DE TRANSPORT PERSONNEL PERMANENT,0.0,0.4
XB04,VERSEMENTS DE TRANSPORT REMUNERATIONS DIVERSES,0.0,0.25
XB05,COTISATIONS FNAL PERSONNEL PERMANENT,0.0,2.5
XB06,COTISATIONS FNAL REMUNERATIONS DIVERSES,0.0,3.0
XB07,AUTRES IMPOTS ET TAXES SUR REMUNERATIONS,0.0,1.8
XB08,AUTRES CHARGES DE PERSONNEL REDEVANCES A L’OMI,0.0,1.2
XB11,"ACCUEILS, ECHANGES TITULAIRES ACCUEILLIS EN DELEGATIONS",0.0,0.4
XB12,ACCUEILS CHAIRES D'EXCELLENCE CNRS-UNIVERSITES,0.0,0.35
XB13,COTISATIONS URSSAF SUR REMUNERATIONS DIVERSES,0.0,0.6
XB14,CHARGES DENSEIGNEMENT VACATAIRES,0.0,0.55
XB15,ALLOC.POUR PERTE D'EMPLOI -REMUNERATIONS DIVERSES,0.0,0.5
XB16,INDEMN DE PREAVIS ET DE LICENCIEMENT-  REMUNERATIONS DIVERSES,0.0,0.7
XB17,"PERSONNEL INTERIMAIRE, DETACHE OU PRETE",0.0,0.8
XB18,AVANTAGES FAMILIAUX REMUNERATION DIVERSES  (HORS FRANCE),0.0,0.4
XB19,AUTRES REMUNERATIONS DIVERSES,0.0,2.8
XB21,NE PLUS UTILISER - UTILISER EC.41,0.15,0.9
XB22,MEDECINE STATUTAIRE - VISITES D'EMBAUCHE,0.11,1.1
XB23,MEDECINE DU TRAVAIL: FRAIS MEDICAUX LIES AUX DEPARTS A L'ETRANGER,0.11,1.5
XB24,MEDECINE DU TRAVAIL: AUTRES FRAIS MEDICAUX,0.11,2.2
XB31,OEUVRES SOCIALES AIDES EXCEPTIONNELLES,0.15,0.55
XB32,DEPENSES SOCIALES DIVERSES,0.15,0.45
XB33,SUBVENTIONS CAES,0.15,0.35
XB34,SUBVENTIONS POUR AUTRES OEUVRES SOCIALES,0.15,0.25
XB35,"RESTAURATION SOCIALE : SUBVENTIONS ORGANISMES, ET RESTAURANTS INTER-ENTREPRISES",0.12,1.8
XB36,PRÊT A MOBILITE,0.0,0.6
XB41,FACTURATION PAYE A FACON,0.0,0.9
XC01,FRAIS D'INSCRIPTION A DES COLLOQUES NON ORGANISES PAR L'ETABLISSEMENT,0.19,0.35
XC02,COTISATIONS ASSOCIATIONS / CONCOURS DIVERS,0.19,0.25
XC03,NE PLUS UTILISER - UTILISER XC.02,0.19,0.4
XC11,NE PLUS UTILISER,0.22,0.4
XC12,FRAIS DE PUBLICATION D'ANNONCES DE RECRUTEMENT,0.18,0.35
XC13,"AUTRES FRAIS DE PUBLICATION (BOAMP,…)",0.22,0.6
XC14,FRAIS POUR PUBLICATION EN ACCES OUVERT D’UN ARTICLE SCIENTIFIQUE (ARTICLE PROCESSING CHARGE),0.22,0.55
XC15,FRAIS DE PUBLICATION MONOGRAPHIE,0.22,0.5
XC16,FRAIS DE LIBERATION DE PUBLICATION SCIENTIFIQUES POUR DIFFUSION EN ACCES OUVERT,0.22,0.7
XC17,"FRAIS DE PUBLICATIONS SCIENTIFIQUES POUR SERVICES (SOUMISSION, AIDE A LA PUBLICATION D’OUVRAGE, FIGURES ET PAGES SUPPLEMENTAIRES",0.22,0.8
XC21,SUBV. OU PARTICIP. VERSEES DS LE CADRE DE CONTRATS ET PROG. DE RECH. ET DE DEV.,0.23,0.9
XC22,SUBVENTIONS OU PARTICIPATIONS VERSEES DANS LE CADRE DE CONVENTIONS DE MIXITE,0.23,1.1
XC23,MANDAT DE GESTION,0.19,1.5
XC24,DELEGATION GLOBALE DE GESTION - FONCTIONNEMENT ET INVESTISSEMENT COURANT,0.2,2.2
XC25,DELEGATION GLOBALE DE GESTION - INVESTISSEMENT NON COURANT,0.2,0.8
XC26,SOUTIEN AUX REUNIONS ET COLLOQUES,0.21,0.6
XC27,AUTRES SUBVENTIONS OU PARTICIPATIONS VERSEES A D'AUTRES ORGANISMES,0.23,0.7
XC31,SERVICES DE PRETS D'OUVRAGES ENTRE ETABLISSEMENTS,0.14,0.55
XC32,ACCES AUX EQUIPEMENTS SCIENTIFIQUES D'AUTRES ETABLISSEMENTS,0.23,0.45
XD01,BAUX ET LOYERS,0.22,0.35
XD02,CHARGES LOCATIVES ET DE COPROPRIETE,0.22,0.25
XD03,LOCATION DE TERRAIN NU,0.22,0.4
XD04,PPP LOYER COMPOSANTE INVESTISSEMENT,0.05,0.25
XD05,PPP LOYER COMPOSANTE FINANCEMENT,0.05,2.5
XD06,PPP LOYER COMPOSANTE FONCTIONNEMENT,0.05,3.0
XD11,TAXE FONCIERE,0.0,0.4
XD12,IMPOTS DIRECTS AUTRES IMPOTS LOCAUX,0.0,0.35
XD13,IMPOTS DIRECTS TAXE SUR LES BUREAUX DE LA REGION IDF(ART. 231 TER DU CGI),0.0,0.6
XD14,IMPOTS DIRECTS TAXE SUR LE CHIFFRE D'AFFAIRE NON RECUPERABLES,0.0,0.55
XD15,IMPOTS INDIRECTS,0.0,0.5
XD16,DROITS DE MUTATION,0.0,0.7
XD17,TAXE DIFFERENTIELLE SUR LES VEHICULES A MOTEUR,0.0,0.8
XD18,AUTRES DROITS - ADMINISTRATION DES IMPOTS,0.0,0.4
XD19,AUTRES DROITS ET TAXES,0.0,2.8
XD21,PENALITES SUR MARCHES ET DESDITS PAYES SUR ACHATS ET VENTES,0.0,0.9
XD22,"PENALITES, AMENDES FISCALES OU PENALES",0.0,1.1
XD23,NE PLUS UTILISER,0.0,1.5
XD24,"DEFICITS, DEBETS ADMIS EN DECHARGE OU REMISE GRACIEUSE",0.0,2.2
XD25,AUTRES CHARGES EXCEPTIONNELLES,0.0,0.8
XD26,AVANCES DE L'ETAT ET DES COLLECTIVITES PUBLIQUES,0.0,0.6
XD27,COTISATION FIPHFP,0.0,0.7
XD31,BOURSES ET FRAIS ANNEXES,0.0,0.55
XD32,GRATIFICATIONS (STAGE),0.0,0.45
XD33,REMBOURSEMENTS DE FRAIS AVANCES PAR LES ETUDIANTS,0.31,0.35
XD34,"AIDES ET SOUTIENS DIVERS ACCORDES AUX ETUDIANTS (PRISE EN CHARGE INSCRIPTION,…)",0.0,0.25
XD35,AUTRES CHARGES SPECIFIQUES DESTINEES AUX ETUDIANTS,0.0,1.8
XD36,HONORAIRES MAITRES DE STAGE,0.0,0.6
XD37,HONORAIRES SERVICES DE SANTE A DESTINATION DES ETUDIANTS,,0.7
XD41,FRAIS DE  RECHERCHE ET DE DEVELOPPEMENT,0.23,0.9
XD42,BREVET D'INVENTION ET LICENCES ROYALTIES VERSEES AU COCONCEDANT,0.0,1.0
XD43,SUBVENTION FILIALE DE VALO ET TRANSF TECHNO : SERVICES EN PROP. INTELLECTUELLE,0.08,0.7
XD44,"HONORAIRES DES FILIALES DE VALORISATION ET DE TRANSFERT DE TECHNOLOGIE (FIST,…)",0.08,0.25
XD45,"REDEVANCES POUR CONCESSIONS, BREVETS, MARQUES ET PROCEDES",0.0,0.25
XD46,DROITS D'AUTEURS ET DE REPRODUCTION,0.0,0.2
XD47,"AUTRES CONCES, DROITS SIMIL, BREVETS, LICENC, PROCED, DROITS VALEURS : FILIALE",0.0,0.18
XD51,INDEM. DES PERS. SE PRETANT A UNE EXPERIM. (HORS LOI JARDE),0.0,2.5
XD52,INDEM. DES PERS. SE PRETANT A UNE EXPERIM. ( LOI JARDE),0.0,0.6
XD53,CONTRÔLE FINANCIER ET SERVICES DU TRESOR,0.08,0.3
XD54,NE PLUS UTILISER,0.0,0.25
XD55,PERTE  DE CHANGE,0.0,0.35
XD56,AUTRES CHARGES DE GESTION COURANTE,0.0,0.3
XD57,NE PLUS UTILISER,0.0,0.25
XD58,NE PLUS UTILISER,0.0,0.15
XD59,CHARGES SOCIALES DROITS D'AUTEUR,0.0,0.2
XD61,FRAIS DE PORT ET D'EMBALLAGE (HORS CARBOGLACE) OU DE GESTION,0.18,0.12
XD62,DROITS DE DOUANE,0.0,0.08
XD63,FRAIS DE DOSSIER SUR DEDOUANEMENT,0.1,0.1
XE01,ACOMPTES VERSEES SUR IMMOBILISATION INCORPORELLES,0.0,0.35
XE02,ACOMPTES VERSEES SUR IMMOBILISATION CORPORELLES,0.0,0.25
XE03,PPP : INTERETS INTERCALAIRES,0.0,0.4
XE11,LOGICIELS CREES,0.12,0.4
XE12,AUTRES IMMOBILISATIONS INCORPORELLES,0.0,0.35
XE13,AUTRES IMMOBILISATIONS INCORPORELLES EN COURS,0.0,0.6
XE21,ACHAT DE TERRAIN NUS,0.0,0.9
XE22,ACHAT DE TERRAIN AMENAGES,0.0,1.1
XE23,ACHAT DE TERRAIN BATIS,0.0,1.5
XE24,IMMOBILISATIONS CORPORELLES EN COURS-TERRAINS,0.0,2.2
XE25,CONSTRUCTION : OPERATION TERMINEE,0.34,0.8
XE26,GANIL,0.0,0.6
XE27,COLLECTIONS DE DOCUMENTATION,0.21,0.7
XE28,"COLLECTIONS LITTERRAIRES, SCIENTIFIQUES ET ARTISTIQUES",0.21,0.65
XF01,FACTURATION INTERNE - FONCTIONNEMENT COURANT (HORS FLUIDES),0.62,0.35
XF02,FACTURATION INTERNE - FLUIDES,1.1,0.25
XF03,"FACTURATION INTERNE - FOURNITURES & ÉQUIPEMENTS SCIENTIFIQUES, VALORISATION",0.45,0.4
XF04,"FACTURATION INTERNE -  MISSIONS, DÉPLACEMENTS, COLLOQUES ET COMMUNICATION",0.34,0.25
XF05,FACTURATION INTERNE - INFORMATIQUE,0.34,2.5
XF06,FACTURATION INTERNE - IMMOBILIER,0.44,3.0
XF07,FACTURATION INTERNE - ACTION SOCIALE,0.18,1.8
XF08,FACTURATION INTERNE - SUBVENTIONS,0.0,1.2
XF09,FACTURATION INTERNE - AUTRES,0.0,0.8
ZZ99,GM Technique pour la DA dans FIORI,,0.05
